Gene,Score
ACOT2,-0.427224295
ACOT4,-0.153120739
ACOT6,-0.520964463
ACOT7,-1.4968234919999999
ACOT8,-1.460477372
ACOT9,-0.908127747
ACOX1,-1.037471976
ACOX2,-0.516127139
ACOX3,-0.827828467
ACOXL,-1.030346022
ACP1,-1.379760116
ACP2,-0.9993732409999999
ACP5,-1.095841717
ACP6,-0.7588145740000001
ACPP,-0.42289462299999997
ACPT,-1.342142148
ACR,-0.727256185
ACRBP,-0.60365486
ACRC,-0.285360982
ACRV1,-0.756092474
ACSBG1,-0.534472804
ACSBG2,-0.48418083700000003
ACSF2,-0.7658814409999999
ACSF3,-0.395859389
ACSL1,-0.20242638100000002
ACSL3,-0.32977792699999997
ACSL4,-0.613869261
ACSL5,-0.242300378
ACSL6,-1.0848519909999998
ACSM1,-0.446304107
ACSM2A,-0.5727635879999999
ACSM2B,-0.902269743
ACSM3,-0.908981872
ACSM4,-0.11084459699999999
ACSM5,-0.329435632
ACSM6,-0.91756605
ACSS1,-0.54830949
ACSS2,-0.822315204
ACSS3,-0.628412949
ACTA1,-0.741064918
ACTA2,-0.888915131
ACTB,-0.037967035
ACTBL2,-0.62040032
ACTC1,-0.186227703
ACTG1,-0.20484072600000003
ACTG2,-0.208202307
ACTL10,-1.15817814
ACTL6A,-0.021560028
ACTL6B,-0.922271106
ACTL7A,-0.23155540100000002
ACTL7B,-0.188040231
ACTL8,-0.709635813
ACTL9,-0.855991202
ACTN1,-1.204616773
ACTN2,-0.5992060060000001
ACTN4,-2.1890067109999998
ACTR10,-2.421172585
ACTR1A,-1.8485590809999999
ACTR1B,-0.514736795
ACTR2,-1.183355962
ACTR3,-0.597991701
ACTR3B,-0.59172798
ACTR3C,-0.505838673
ACTR5,-0.422382469
ACTR6,-1.028840877
ACTR8,-0.639198686
ACTRT1,-0.982993062
ACTRT2,-0.202994124
ACTRT3,-0.33572453
ACVR1,-0.007108089000000001
ACVR1B,-1.191590164
ACVR1C,-0.7116310809999999
ACVR2A,-0.471613615
ACVR2B,-0.392096686
ACVRL1,-0.599638133
ACY1,-0.49131998200000004
ACY3,-0.041521176
ACYP1,-0.252903472
ACYP2,-0.212449135
ADA,-0.590550722
ADAD1,-0.5768905129999999
ADAD2,-3.38070617
ADAL,-1.255088583
ADAM10,-0.718096088
ADAM11,-0.6271276410000001
ADAM12,-1.329574606
ADAM15,-1.636383467
ADAM17,-1.5116335969999999
ADAM18,-1.325980587
ADAM19,-0.56835343
ADAM2,-0.568529657
ADAM20,-0.7341577429999999
ADAM21,-1.16141385
ADAM22,-0.79087209
ADAM23,-0.90545374
ADAM28,-1.654989517
ADAM29,-0.763669704
ADAM30,-0.75868171
ADAM32,-1.007020988
ADAM33,-0.781803803
ADAM7,-0.522552851
ADAM8,-0.507249528
ADAM9,-2.1268166980000003
ADAMDEC1,-0.833652003
ADAMTS1,-0.499217543
ADAMTS10,-0.694504615
ADAMTS12,-1.123084024
ADAMTS13,-0.567921138
ADAMTS14,-0.982433687
ADAMTS15,-0.504691294
ADAMTS16,-0.30498254199999997
ADAMTS17,-0.593603399
ADAMTS18,-0.8406429790000001
ADAMTS19,-0.39754516100000004
ADAMTS2,-0.443259402
ADAMTS20,-0.41760818899999996
ADAMTS3,-0.192332003
ADAMTS4,-0.466447315
ADAMTS5,-1.584092685
ADAMTS6,-0.344589063
ADAMTS7,-0.227906763
ADAMTS8,-0.612520889
ADAMTS9,-0.48480770799999995
ADAMTSL1,-0.215721665
ADAMTSL2,-0.778524942
ADAMTSL3,-0.920146026
ADAMTSL4,-0.8800966090000001
ADAMTSL5,-1.32759536
ADAP1,-0.470798913
ADAP2,-0.354520622
ADAR,-1.78315862
ADARB1,-1.956214382
ADARB2,-1.129792143
ADAT1,-1.235440031
ADAT2,-0.181357057
ADAT3,-1.631797166
ADCK1,-1.481854695
ADCK2,-0.43009109
ADCK3,-0.504730066
ADCK4,-0.585190891
ADCK5,-0.745502164
ADCY1,-0.312779174
ADCY10,-1.208094009
ADCY2,-0.625434691
ADCY3,-0.525743014
ADCY4,-0.643155348
ADCY5,-0.6806821340000001
ADCY6,-0.42164149
ADCY7,-1.049330025
ADCY8,-0.16815955300000002
ADCY9,-0.494880649
ADCYAP1,-0.54137633
ADCYAP1R1,-0.235130703
ADD1,-0.9911234609999999
ADD2,-0.399667595
ADD3,-0.32044548300000003
ADGB,-1.007318924
ADGRA1,-0.7246204270000001
ADGRA2,-0.124616699
ADGRA3,-1.061891922
ADGRB1,-1.078420178
ADGRB2,-0.351269295
ADGRB3,-0.644022821
ADGRD1,-0.394482719
ADGRD2,-0.604180674
ADGRE1,-1.193111766
ADGRE2,-0.59535153
ADGRE3,-0.673899576
ADGRE5,-0.916505557
ADGRF1,-0.8756862740000001
ADGRF2,-0.8043248609999999
ADGRF3,-0.805043217
ADGRF4,-0.150304511
ADGRF5,-0.6850764970000001
ADGRG1,-1.5825395740000001
ADGRG2,-2.697100626
ADGRG3,-0.154990585
ADGRG4,-1.963152791
ADGRG5,-0.14848489199999998
ADGRG6,-0.580152585
ADGRG7,-0.341226983
ADGRL1,-2.153549415
ADGRL2,-0.6403640660000001
ADGRL3,-0.739862102
ADGRL4,-0.8404357240000001
ADGRV1,-0.6271933279999999
ADH1A,-1.002519677
ADH1B,-0.408931472
ADH4,-1.00728399
ADH5,-0.701546048
ADH6,-1.1952241559999999
ADH7,-0.8762680340000001
ADHFE1,-0.23153215300000002
ADI1,-1.252009054
ADIG,-0.5132756279999999
ADIPOQ,-1.176551991
ADIPOR1,-0.627363333
ADIPOR2,-0.49853625100000004
ADIRF,-0.47789446
ADK,-0.408521068
ADM,-0.685975711
ADM2,-0.282670267
ADM5,-0.256336371
ADNP,-2.7202816739999998
ADNP2,-0.7051870259999999
ADO,-1.266648974
ADORA1,-0.665326023
ADORA2A,-1.700752707
ADORA2B,-0.692063874
ADORA3,-1.2535028959999999
ADPGK,-0.8654313159999999
ADPRH,-0.4751385
ADPRHL1,-0.6840409129999999
ADPRHL2,-0.370647856
ADPRM,-0.467616197
ADRA1A,-0.30250926699999997
ADRA1B,-0.9940768879999999
ADRA1D,-0.397444577
ADRA2A,-1.089024631
ADRA2B,-0.794515953
ADRA2C,-0.514642412
ADRB1,-0.9500173209999999
ADRB2,-0.8959220529999999
ADRB3,-0.975619695
ADRBK1,-0.53606109
ADRBK2,-0.57581246
ADRM1,-1.245664693
ADSL,-1.0737255890000001
ADSS,-0.926032545
ADSSL1,-0.487204344
ADTRP,-0.032335657999999996
AEBP1,-1.6205344130000001
AEBP2,-1.3703499190000001
AEN,-0.43076280100000003
AES,-3.617539335
AFAP1,-0.877250387
AFAP1L1,-0.748905287
AFAP1L2,-1.4231979590000001
AFF1,-0.490193324
AFF2,-0.604129383
AFF3,-0.7986594640000001
AFF4,-1.84803384
AFG3L2,-1.537127353
AFM,-0.9433575809999999
AFMID,-0.734786597
AFP,-0.172061842
AFTPH,-1.159182481
AGA,-0.180414607
AGAP1,-0.731483487
AGAP2,-0.44092520399999996
AGAP3,-0.29200833800000003
AGAP4,-0.743911607
AGAP5,-0.897098277
AGAP6,-0.563818083
AGAP7P,-0.593701651
AGAP9,-0.191756223
AGBL1,-0.5402921970000001
AGBL2,-0.419084821
AGBL3,-0.8072499120000001
AGBL4,-1.199580324
AGBL5,-0.886706896
AGER,-0.813257707
AGFG1,-0.5347784329999999
AGFG2,-0.94758828
AGGF1,-3.1755172089999997
AGK,-0.615998619
AGL,-0.51636479
AGMAT,-1.476001193
AGMO,-1.4302558680000002
AGO1,-0.17182676300000002
AGO2,-3.6165956789999996
AGO3,-0.308818086
AGO4,-0.097520354
AGPAT1,-0.5225375
AGPAT2,-0.639552611
AGPAT3,-0.42699620200000005
AGPAT4,-0.610252213
AGPAT5,-0.9429379609999999
AGPAT6,-0.464510211
AGPAT9,-0.592495043
AGPS,-1.854913719
AGR2,-0.485246942
AGR3,-0.17492720399999998
AGRN,-0.78740261
AGRP,-0.17583907399999998
AGT,-1.30261118
AGTPBP1,-1.006189251
AGTR1,-0.594623295
AGTR2,-0.8052807540000001
AGTRAP,-1.0896738959999999
AGXT,-0.5392675579999999
AGXT2,-0.240853945
AHCTF1,-0.993480791
AHCY,-1.115848068
AHCYL1,-0.217508516
AHCYL2,-0.073844441
AHDC1,-1.626775078
AHI1,-0.454049053
AHNAK,-1.4790471180000002
AHNAK2,-0.5236256539999999
AHR,-0.43178626200000003
AHRR,-2.172693186
AHSA1,-1.422295955
AHSA2,-0.795415529
AHSG,-0.908911735
AHSP,-1.1019643479999999
AICDA,-1.433603851
AIDA,-3.2595602219999997
AIF1,-0.434047953
AIF1L,-0.60105574
AIFM1,-2.494692995
AIFM2,-2.155459205
AIFM3,-0.8858525690000001
AIG1,-0.908545837
AIM1,-0.504858874
AIM1L,-0.45742918200000005
AIM2,-0.479602231
AIMP1,-0.451912525
AIMP2,-0.331584228
AIP,-0.8111595659999999
AIPL1,-0.35253618299999995
AIRE,-0.8754331390000001
AJAP1,-0.236357708
AJUBA,-1.319891704
AK1,-0.25925664800000003
AK2,-0.43550246600000003
AK3,-0.21466016899999998
AK4,-0.48132140100000004
AK5,-1.041217065
AK6,-0.39737754799999997
AK7,-0.130304273
AK8,-0.258668721
AK9,-0.516874992
AKAP1,-0.62079374
AKAP10,-0.157786871
AKAP11,-0.97791051
AKAP12,-0.461899843
AKAP13,-0.411258767
AKAP14,-0.7970176529999999
AKAP17A,-0.6961176059999999
AKAP2,-0.290572588
AKAP3,-0.08516669699999999
AKAP4,-1.299311122
AKAP5,-1.060361005
AKAP6,-0.548611183
AKAP7,-0.942287841
AKAP8,-1.22047569
AKAP8L,-0.505764849
AKAP9,-0.486728224
AKIP1,-0.463219392
AKIRIN1,-1.30250712
AKIRIN2,-0.41537612
AKNA,-1.5156678780000001
AKNAD1,-0.6851703929999999
AKR1A1,-0.10641261699999999
AKR1B1,-0.67764587
AKR1B10,-0.686960798
AKR1B15,-0.7801112170000001
AKR1C1,-0.276152064
AKR1C2,-0.20323805
AKR1C3,-0.7581171259999999
AKR1C4,-0.56261343
AKR1D1,-0.159990923
AKR1E2,-1.458439882
AKR7A2,-0.753214125
AKR7A3,-0.431162673
AKT1,-1.0608227959999998
AKT1S1,-0.27062695600000003
AKT2,-0.40013543799999995
AKT3,-1.307181669
AKTIP,-0.510223937
ALAD,-0.413318708
ALAS1,-0.779424618
ALAS2,-1.365117612
ALB,-0.690058968
ALCAM,-0.9689991309999999
ALDH16A1,-0.35209544200000004
ALDH18A1,-0.549985749
ALDH1A1,-0.25224885199999997
ALDH1A2,-0.7481449040000001
ALDH1A3,-0.949183165
ALDH1B1,-0.466962286
ALDH1L1,-0.958281574
ALDH1L2,-1.420403094
ALDH2,-0.205798622
ALDH3A1,-0.95440057
ALDH3A2,-0.488388714
ALDH3B1,-1.1536319320000001
ALDH3B2,-0.723412098
ALDH4A1,-0.566804314
ALDH5A1,-0.879566492
ALDH6A1,-0.529072819
ALDH7A1,-0.864620055
ALDH8A1,-0.620365921
ALDH9A1,-0.5550302429999999
ALDOA,-1.512986612
ALDOB,-0.603984057
ALDOC,-1.027562323
ALG1,-1.533429529
ALG10,-0.539772978
ALG10B,-1.108019338
ALG11,-0.22873152300000002
ALG12,-1.133550541
ALG13,-2.780068955
ALG14,-2.68875708
ALG1L,-0.578455171
ALG2,-2.129703421
ALG3,-1.190146069
ALG5,-2.068277113
ALG6,-0.111228282
ALG8,-0.060552052
ALG9,-0.980103185
ALK,-1.118688734
ALKBH1,-0.267137988
ALKBH2,-0.714590886
ALKBH3,-0.326103173
ALKBH4,-0.307797214
ALKBH5,-2.736949881
ALKBH6,-0.337617416
ALKBH7,-1.15886955
ALKBH8,-1.092035685
ALLC,-1.134802761
ALMS1,-1.7373625190000002
ALOX12,-2.034569316
ALOX12B,-0.231610178
ALOX15,-0.7202289190000001
ALOX15B,-0.7266229540000001
ALOX5,-1.3763451780000002
ALOX5AP,-0.5847178829999999
ALOXE3,-0.797954886
ALPI,-0.498612784
ALPK1,-0.776022634
ALPK2,-0.719511131
ALPK3,-0.47483580299999995
ALPL,-0.243704665
ALPP,-0.686875297
ALPPL2,-0.685870657
ALS2,-0.303721079
ALS2CL,-0.103547957
ALS2CR11,-0.459906331
ALS2CR12,-1.072296167
ALX1,-1.7491987690000002
ALX3,-0.194511287
ALX4,-0.848036166
ALYREF,-0.446011768
AMACR,-0.7983517309999999
AMBN,-0.8654588009999999
AMBP,-0.5956243410000001
AMBRA1,-4.972805622
AMD1,-3.0468612569999998
AMDHD1,-1.92547151
AMDHD2,-1.552943697
AMELX,-0.115243963
AMELY,-0.23649289199999998
AMER1,-2.311225812
AMER2,-1.988455396
AMER3,-0.55621517
AMFR,-0.12359997
AMH,-1.678020262
AMHR2,-0.399910173
AMICA1,-0.372045653
AMIGO1,-0.054018685999999996
AMIGO2,-0.451308369
AMIGO3,-0.645749143
AMMECR1,-0.687328904
AMMECR1L,-1.637602246
AMN,-2.063358386
AMN1,-1.424180489
AMOT,-1.013860548
AMOTL1,-0.660439757
AMOTL2,-1.3736575819999999
AMPD1,-0.753699221
AMPD2,-0.568499227
AMPD3,-1.560177346
AMPH,-0.491493678
AMT,-0.724540638
AMTN,-0.090418285
AMY1A,-0.539931782
AMY1B,-0.539931782
AMY1C,-0.539931782
AMY2A,-1.107862367
AMY2B,-0.607932986
AMZ1,-0.561639762
AMZ2,-0.494284961
ANAPC1,-0.210760896
ANAPC10,-0.7764193709999999
ANAPC11,-0.366326865
ANAPC13,-0.343882663
ANAPC15,-2.533424391
ANAPC16,-0.09551892
ANAPC2,-1.697101231
ANAPC4,-1.48648119
ANAPC5,-0.8794871790000001
ANAPC7,-0.598740399
ANG,-0.9059228090000001
ANGEL1,-0.42502975
ANGEL2,-0.751353545
ANGPT1,-0.640047785
ANGPT2,-0.8873764129999999
ANGPT4,-0.614164109
ANGPTL1,-0.5579656679999999
ANGPTL2,-0.518083883
ANGPTL3,-0.57697524
ANGPTL4,-0.350015384
ANGPTL5,-0.8975502409999999
ANGPTL6,-1.102694695
ANGPTL7,-0.289779722
ANHX,-2.087447234
ANK1,-0.627079477
ANK2,-0.5777694210000001
ANK3,-0.569777656
ANKAR,-0.369156615
ANKDD1A,-0.923871807
ANKDD1B,-1.327760835
ANKEF1,-0.36243904600000004
ANKFN1,-0.66274811
ANKFY1,-0.801246165
ANKH,-0.461030826
ANKHD1,-1.548755125
ANKHD1-EIF4EBP3,-1.6190011690000001
ANKIB1,-0.633465944
ANKK1,-1.168222286
ANKLE1,-0.789608183
ANKLE2,-0.7816212459999999
ANKMY1,-0.344906096
ANKMY2,-0.14352308
ANKRA2,-0.34475376
ANKRD1,-0.695229179
ANKRD10,-0.44958233
ANKRD11,-1.999627284
ANKRD12,-0.487825575
ANKRD13A,-0.241438364
ANKRD13B,-1.246983096
ANKRD13C,-0.943575921
ANKRD13D,-1.0864583559999998
ANKRD16,-0.717121288
ANKRD17,-0.135258877
ANKRD18A,-1.084305131
ANKRD2,-0.415241775
ANKRD20A1,-0.803454881
ANKRD20A2,-0.8472251909999999
ANKRD20A3,-0.652562171
ANKRD20A4,-0.37007043100000003
ANKRD22,-0.528211533
ANKRD23,-0.527394966
ANKRD24,-0.202049388
ANKRD26,-0.7000300979999999
ANKRD27,-0.7868462820000001
ANKRD28,-1.306198415
ANKRD29,-0.182275895
ANKRD30A,-1.504289758
ANKRD30B,-1.114465027
ANKRD31,-0.20246662899999998
ANKRD32,-1.076453787
ANKRD33,-0.6174197029999999
ANKRD33B,-0.587693743
ANKRD34A,-0.9922816179999999
ANKRD34B,-0.642472304
ANKRD34C,-0.562634199
ANKRD35,-0.519084251
ANKRD36,-1.509698353
ANKRD36C,-0.9643449559999999
ANKRD37,-0.44109737200000004
ANKRD39,-1.0209638890000001
ANKRD40,-0.452947617
ANKRD42,-0.165429758
ANKRD44,-0.640162785
ANKRD45,-0.47211363700000003
ANKRD46,-0.89122132
ANKRD49,-0.6870060309999999
ANKRD50,-1.019245665
ANKRD52,-1.003555516
ANKRD53,-0.423179204
ANKRD54,-0.410692757
ANKRD55,-0.619422624
ANKRD6,-0.512032507
ANKRD60,-0.9020518059999999
ANKRD62,-0.445463528
ANKRD63,-1.301118246
ANKRD65,-0.356865699
ANKRD66,-0.7905350040000001
ANKRD7,-0.35215091200000004
ANKRD9,-1.405990464
ANKS1A,-0.465539807
ANKS1B,-0.567483745
ANKS3,-0.648928121
ANKS4B,-0.615190097
ANKS6,-0.705399421
ANKUB1,-0.458875288
ANKZF1,-0.144115286
ANLN,-1.320563886
ANO1,-0.414973154
ANO10,-0.520289783
ANO2,-0.189525938
ANO3,-1.8244965359999998
ANO4,-0.95684777
ANO5,-0.5941629939999999
ANO6,-0.612869433
ANO7,-0.151471252
ANO8,-1.947826808
ANO9,-0.5084298079999999
ANOS1,-0.28633590000000003
ANP32A,-0.129508607
ANP32B,-0.11752421800000001
ANP32D,-0.6486835870000001
ANP32E,-0.146329236
ANPEP,-0.9611606840000001
ANTXR1,-0.5646988270000001
ANTXR2,-1.05491392
ANXA1,-1.089682167
ANXA10,-0.451567865
ANXA11,-0.6306663579999999
ANXA13,-1.020122783
ANXA2,-0.29981877100000004
ANXA2R,-0.7194458890000001
ANXA3,-0.820503207
ANXA4,-0.658863196
ANXA5,-0.496820492
ANXA6,-0.362282844
ANXA7,-0.568433612
ANXA8,-0.8585139159999999
ANXA8L1,-0.6627226270000001
ANXA9,-0.253382789
AOAH,-0.439835121
AOC1,-0.48508815899999996
AOC2,-0.457748981
AOC3,-0.9771750690000001
AOX1,-0.330226245
AP1AR,-0.650099825
AP1B1,-0.67233721
AP1G1,-0.595376926
AP1G2,-0.133770434
AP1M1,-0.942846795
AP1M2,-0.879201565
AP1S1,-1.179160376
AP1S2,-1.280110184
AP1S3,-0.6287838179999999
AP2A1,-0.332284906
AP2A2,-0.347812274
AP2B1,-0.633392351
AP2M1,-0.281871545
AP2S1,-2.466899179
AP3B1,-1.210341724
AP3B2,-0.6562910679999999
AP3D1,-0.247273098
AP3M1,-1.06112146
AP3M2,-0.664598386
AP3S1,-0.435251295
AP3S2,-1.9432650319999998
AP4B1,-0.907309525
AP4E1,-1.135250525
AP4M1,-1.1125982970000001
AP4S1,-1.127411325
AP5B1,-0.074534352
AP5M1,-1.126758966
AP5S1,-0.310114472
AP5Z1,-1.2524448209999999
APAF1,-0.22292304699999999
APBA1,-0.6716596459999999
APBA2,-0.892881319
APBA3,-0.6510021029999999
APBB1,-0.626318125
APBB1IP,-0.847566367
APBB2,-0.48284069
APBB3,-0.459338245
APC,-0.43641915600000003
APC2,-0.847570704
APCDD1,-0.135234553
APCDD1L,-1.032333133
APCS,-0.830152586
APEH,-0.662203628
APEX1,-0.385625503
APEX2,-0.457913167
APH1A,-0.553433208
APH1B,-0.5693348770000001
API5,-0.149513342
APIP,-0.825994325
APITD1,-0.27710669
APITD1-CORT,-0.24190676
APLF,-0.808614504
APLN,-0.36729744200000003
APLNR,-1.2709263690000001
APLP1,-0.568014569
APLP2,-0.449270774
APMAP,-2.314935245
APOA1,-0.16194335699999998
APOA1BP,-0.21530783399999998
APOA2,-0.304789144
APOA4,-0.507174801
APOA5,-0.45321225200000004
APOB,-1.011009274
APOBEC1,-0.40413779
APOBEC2,-0.381671264
APOBEC3A,-0.270683372
APOBEC3B,-0.37374607200000004
APOBEC3C,-0.316499648
APOBEC3D,-1.043488497
APOBEC3F,-0.23682818100000003
APOBEC3G,-0.261391696
APOBEC3H,-0.400815825
APOBEC4,-1.170235141
APOBR,-1.393470354
APOC1,-0.9126918270000001
APOC2,-1.515653538
APOC3,-0.840794762
APOC4,-0.475052817
APOD,-0.436735108
APOE,-0.785688044
APOF,-0.543815675
APOH,-1.096919844
APOL1,-0.103191517
APOL2,-1.89603108
APOL3,-1.178192222
APOL4,-0.218594788
APOL5,-0.07394389
APOL6,-0.47038026299999997
APOLD1,-1.448420584
APOM,-0.33749153299999995
APOO,-0.61389167
APOOL,-0.6412282029999999
APOPT1,-0.50561341
APP,-0.45951188
APPBP2,-1.3929084969999999
APPL1,-0.934006825
APPL2,-0.918316721
APRT,-1.2618319470000001
APTX,-0.132568543
AQP1,-0.6783918459999999
AQP10,-0.33727548
AQP11,-0.469897278
AQP12B,-1.0308391559999999
AQP2,-0.532393356
AQP3,-0.675072852
AQP4,-1.859560307
AQP5,-0.575784162
AQP6,-0.42268592
AQP7,-0.959999268
AQP8,-0.367230006
AQP9,-1.021511021
AQR,-1.9209928269999998
AR,-0.662632985
ARAF,-0.715990881
ARAP1,-0.7953905440000001
ARAP2,-1.179885221
ARAP3,-0.538670799
ARC,-0.067168218
ARCN1,-1.8328653830000001
AREG,-0.40979803299999995
AREL1,-0.382411095
ARF1,-0.674059298
ARF3,-0.397518172
ARF4,-0.226015173
ARF5,-0.31829386600000004
ARF6,-0.994985978
ARFGAP1,-0.299422087
ARFGAP2,-1.552614238
ARFGAP3,-1.5477218130000001
ARFGEF1,-0.384445259
ARFGEF2,-0.6302474
ARFGEF3,-0.9036135820000001
ARFIP1,-0.744155531
ARFIP2,-0.144331392
ARFRP1,-1.2767091940000002
ARG1,-0.792967262
ARG2,-1.467812365
ARGFX,-0.332636878
ARGLU1,-3.2208133180000003
ARHGAP1,-0.087920841
ARHGAP10,-0.700031629
ARHGAP11A,-1.048717366
ARHGAP11B,-0.7889313029999999
ARHGAP12,-0.571163833
ARHGAP15,-0.233570346
ARHGAP17,-2.079529956
ARHGAP18,-1.008781567
ARHGAP19,-1.97862692
ARHGAP20,-0.914241888
ARHGAP21,-0.524003344
ARHGAP22,-0.919937303
ARHGAP23,-0.420920475
ARHGAP24,-0.84614811
ARHGAP25,-0.888575012
ARHGAP26,-1.296390291
ARHGAP27,-1.131409061
ARHGAP28,-1.3962968919999998
ARHGAP29,-0.598283975
ARHGAP30,-0.5280554479999999
ARHGAP31,-1.156142965
ARHGAP32,-0.777998938
ARHGAP33,-0.406603266
ARHGAP35,-0.093170694
ARHGAP36,-0.331531164
ARHGAP39,-0.7964554340000001
ARHGAP4,-0.6300067779999999
ARHGAP40,-1.243181953
ARHGAP44,-0.69347293
ARHGAP5,-0.609693914
ARHGAP6,-0.344973375
ARHGAP8,-0.597742908
ARHGAP9,-0.21686755100000002
ARHGDIA,-1.233072452
ARHGDIB,-1.05331557
ARHGDIG,-0.830711119
ARHGEF1,-0.535791299
ARHGEF10,-1.175051579
ARHGEF10L,-0.45780271899999997
ARHGEF11,-0.657764427
ARHGEF12,-0.515695656
ARHGEF15,-0.360091715
ARHGEF16,-0.59579045
ARHGEF17,-0.675407152
ARHGEF18,-0.415712085
ARHGEF19,-0.360720441
ARHGEF2,-0.7300795959999999
ARHGEF25,-0.891355145
ARHGEF26,-1.075636588
ARHGEF28,-0.654976019
ARHGEF3,-0.53966151
ARHGEF33,-0.566410192
ARHGEF35,-0.5351421789999999
ARHGEF37,-0.132543649
ARHGEF38,-1.406726841
ARHGEF39,-0.158866974
ARHGEF4,-0.575723099
ARHGEF40,-0.439733179
ARHGEF5,-0.8593077840000001
ARHGEF6,-0.568223814
ARHGEF7,-0.885157228
ARHGEF9,-0.821050066
ARID1A,-2.358259887
ARID1B,-0.309429928
ARID2,-0.061508885
ARID3A,-2.482668078
ARID3B,-0.739203185
ARID3C,-0.9640606740000001
ARID4A,-0.193717353
ARID4B,-3.4030670919999997
ARID5A,-1.455742654
ARID5B,-1.706825675
ARIH1,-0.852047407
ARIH2,-1.339002691
ARIH2OS,-1.432620975
ARL1,-0.385515438
ARL10,-0.513027029
